x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151
294.4429193399935,0.5595666165627551,-0.45312178705345135,0.28702292330495593,-0.1659531524515386,1.3757343468572125,0.18889826376827532,0.9786875107932892,0.06260791310588641,-0.1755619629154801,-0.29476833174206085,0.59000015333278,1.0995473914669143,-0.6737135573333319,-0.11848357855363935,-0.6711336290582223,-0.3493223834811373,1.6438873689284594,1.2984866267613162,0.11292554926360263,0.30056579799980315,0.8465800295629571,1.0563833581056896,1.5693277354990045,-1.0118972014570664,0.4617140384352847,-1.9096368262151895,1.4555916156691489,0.30483941968371886,0.8158467116111884,0.9462410518141766,3.2225314195072863,2.526980933761143,-1.285115169842467,0.921568339725133,0.4525200121656177,0.2674180095258516,-0.3602084149583292,0.0012676061793400128,-1.26491379223756,-0.681941524230493,-0.33644990141877495,-1.3349109086807545,1.195994551588059,-3.00504043644221,-1.0872644462674075,-0.7141182097045774,0.8417952915915281,0.8484633759492318,0.7033701637584762,1.6886717584966682,-0.8037334876339746,-0.29921554055231847,1.2208207131249424,-0.14393004952199487,-0.960568552732231,-0.43813649015949274,-1.0733845675567109,1.7788441173916871,-1.6556857080974958,1.61252148128571,1.1347075921531729,-0.0796064703110097,-0.6896393268010935,-0.24368068825758002,0.2875813362520494,-1.96811454057826,-0.47820653692837384,-0.03960176617104421,0.48202872483563536,1.6328878381874805,-0.4041038095700507,0.2258049473653377,1.3454982577009489,0.13083766186094517,-1.8582793044864452,-0.7709836870494822,-1.3895174879000391,1.7901384533054887,-1.1074042916946605,0.3227393269553834,-1.4873559818514528,-1.4758928571994134,0.24319734632579437,-1.0893474821210067,-0.3986607035851754,0.16943396043063486,1.4312761133098801,0.41852140559828416,-0.08346278528886462,-3.527463453630227,-0.098903764020171,0.09201896772967119,-0.2701945686901512,0.9734411850169392,0.8354834351010094,2.2819835776843513,1.0344668412360836,-1.337929722607957,-1.0144489937430332,1.5221643497157105,-0.8803213223668591,0.527538708788785,0.3164051921884398,0.1528805837084828,-0.8094657354506446,1.2135222343514704,-0.45275331995987494,0.5282482127864728,-1.2429840120926086,-1.7337955493475146,-0.4601987112322948,-0.9058796630664296,1.7174620644459853,0.3595973214002209,0.4583401472813933,1.1007795231158795,-0.5596966622543952,0.35497210174643695,1.4953242843960313,0.22719463012181285,-1.015580945946686,-0.15166396894480932,0.26423560253235134,0.554353378433767,0.3899067292521718,-0.42385177681521813,-0.7678898683361678,-0.13104798349215083,-0.3302974914479118,-0.2404018648638229,-1.4303632528309944,0.5598153776002222,0.41480937964973885,0.7856924398530227,-0.9568714626436098,-1.0125204706441455,-0.8383825759928218,-2.2233563878252265,0.57665672315979,-0.5737826629070941,-1.0564742554210427,-1.1049430284760016,0.8987889927142515,-2.036946164429553,1.6650924687670314,2.077709433596982,1.4089335241007852,-0.2281255845414383,-0.25098298308360134,0.035455369454003884
