"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68"
3564.1696281514,13793.8840414944,1926.28455167994,12159.6015549385,2470.04095364785,2450.55454763757,3684.05194601554,969.468681034635,0,66.5656155157499,0,722.972470538424,334.924100198069,264.854550515125,0,721.976257016363,0,0,0,0,0,1948.01598919556,1950.41346551096,1894.46731424792,0,0,0,0,0,879.338266563925,0,0,0,530.315089604808,66.4375807707371,430.471993020409,0,1268.68830718831,0,0,296.960487485751,1688.29705828095,0,0,144.152582661599,65.0838668115641,222.522825714972,773.090830873702,0,0,0,0,291.965758504407,177.37665435178,236.157087305416,232.268159702309,0,0,0,0,1220.50338804829,0,0,230.437861113421,736.798102583362,739.593508265209,1717.7612408725,870.966569563938
1174.29984853538,980.625251100329,1842.99707155072,1215.43087612944,732.235296540193,0,3221.34972629234,501.000402195369,0,0,365.633307268983,0,0,0,91.4746694920669,0,0,0,0,0,0,0,0,0,2674.86783766161,36.7451834623653,0,112.049585155918,0,181.947935834794,268.36375835747,334.723844645231,0,0,0,0,734.79476601122,728.779072117374,3740.92385741787,754.228121693053,91.0688983855967,0,0,257.015646097729,411.284396583002,424.245770644422,261.190214261445,1125.55327396725,0,180.163885741945,0,0,0,0,0,0,0,0,0,0,64.2299614284036,393.639080754141,57.3485020786749,52.894444857162,275.970725056441,1325.21925701983,187.989620460721,2306.38411563555
1180.39448132465,1119.75242507949,1176.82108141362,1931.53241819062,879.831056080526,558.485662737294,1709.85528248062,606.597171384245,269.547306505979,162.05145596164,121.719316911148,437.329629151917,0,0,0,0,0,175.126626723087,0,0,0,0,0,0,0,263.181306646437,0,0,0,0,0,0,0,0,0,0,197.773731084537,609.245431132396,397.864396380843,1595.97364911183,0,0,0,217.920749686234,15.2862915428741,46.9970258107262,32.0999099351684,141.093483019377,0,0,0,0,0,0,0,0,0,0,0,233.199422309777,41.5633059582499,0,166.00758778626,217.787943342885,80.678542021034,54.2763511741419,32.507272294755,363.054622834953
613.559046887628,1178.10411410739,918.558434998768,814.610810079885,0,434.071031045218,0,239.827868099553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.2425654565558,0,0,0,0,0,0,0,0,0,0
3598.00190295315,5615.45599647203,3981.77796406556,3886.15447808125,2332.595773331,2604.94484001455,408.731474576203,4258.17180626313,455.257228372769,414.695411149294,89.7733569451077,0,0,0,36.448356194824,0,991.973796106935,0,0,658.876809033669,0,250.480445977734,69.3704649867834,0,1447.0221103623,331.249857923978,1152.58313650969,651.624232735315,0,39.0192611458568,76.3370887208463,0,0,0,0,0,1599.26161427718,1054.71770405259,1024.32450165226,1071.31115084685,74.3802455803763,1013.41328281871,1274.28716643835,1652.21193958155,136.737197138596,923.267690137851,831.15462390759,605.747358173522,0,0,5428.82133499722,0,388.859922537882,26.0888656724919,294.476108464835,401.490411244991,0,119.203404378517,115.91850329703,118.868550652074,0,443.374927983601,169.916582826335,1502.04442960414,10252.6901721035,5321.96321678675,6227.16424564324,475.827327654332
1749.87451976454,2367.32680735692,624.895724891887,2867.02992187738,1204.13130031384,1866.55519777002,3666.26003566208,2291.00917738351,169.578127986132,108.035420242267,421.137276574052,0,63.0009341332176,0,192.855138369286,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0350501173712,339.994121520046,0,0,1007.56932896549,433.188319048599,1032.05372228327,550.054246959597,0,0,0,0,0,0,0,144.71358245104,0,0,166.846944100239,0,0,186.971462321932,192.698439550363,185.165712818595,0,22.4930856915166,360.422980945433,0,0,0,0,0,0,0,0,0,2199.73811105549,2923.60574393979,3841.1655288557,2725.92399661644
1929.53390700076,1778.01538569863,4629.58037522288,1907.3197210735,1280.51095878161,0,640.764432426982,776.819385761948,0,0,252.493173751282,99.2348318906335,0,0,455.269778734555,0,0,0,0,0,0,0,0,0,2417.30454938915,3388.88617912598,2367.75360158532,5417.34743442722,0,0,0,0,0,0,0,0,1835.69549869684,7072.5577107251,0,4626.42789767612,511.601536587045,416.547808155233,765.274618075,61.1585442638118,538.208104793374,514.645421615277,446.875260108461,496.292378551714,0,0,692.097001207708,0,159.320108577461,87.277208877228,87.0634020582496,170.344589718497,0,0,0,0,0,217.406112553994,2582.5408075413,77.5084551347704,4149.41831160683,4807.49356757598,3130.64778058378,1977.67986096943
3380.57315505297,2450.71867460379,0,639.533956123242,851.655902079219,1748.94486851853,740.495504889072,0,0,405.717878438872,0,0,0,0,0,0,0,0,0,0,0,1365.75443649554,1079.98492742031,0,1015.47804465132,0,0,0,0,0,0,960.970291221053,0,0,2196.37579505495,0,0,0,0,934.695787113028,942.292716914768,1597.97917928363,663.931415234148,0,713.476186885054,13985.8927985486,1407.51735672461,630.862209127389,0,3991.64419177657,0,310.893323342605,860.024442488802,1111.89050457605,0,0,241.998616849998,0,199.643071177716,107.157905935594,0,0,0,0,1948.41486066441,6809.2643472403,19579.5476554276,1483.86908244549
1959.22951358073,610.607035978619,1073.41097624134,1782.13370082451,413.850029878546,0,274.919629142803,0,44.8929343201015,0,0,0,0,0,97.9295658116394,0,0,0,0,0,0,0,0,0,0,0,0,0,859.998119395651,639.774148346562,1141.26015630506,1051.5546860138,119.339492851455,0,207.727637113279,0,0,0,0,0,150.52956519827,44.9708115703346,0,123.409580867924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5133597900301,0,0,0
1431.82190705699,953.456385991544,677.034238774266,619.133578245378,913.565291736169,438.99279906422,139.50396304475,1405.81075911599,0,42.9594106446064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.922074263735,0,0,0,0,24.579470601454,85.934841407273,0,0,0,0,628.120448764268,0,324.184019834324,586.539948072578,158.572857680638,0,200.784222606431,194.185505149471,41.501371802333,34.8050769249205,616.898711239962,35.8855475560237,0,0,0,0,58.7811906114164,27.0517912438687,0,0,0,0,0,0,0,303.657635071654,267.585344149331,981.811052414415,606.914313299381,586.306760934884,143.781544425342,152.51056161568
323.603182458301,328.669865952637,945.274726536143,730.58118041527,42.0887595450275,0,1494.86625797358,102.9781895279,0,29.3274789548835,0,0,0,43.2197392417936,0,0,0,0,0,0,0,0,0,0,0,0,0,751.358988151894,0,0,0,0,0,0,0,0,363.418386213753,342.155012419783,379.692479476123,378.754446694722,39.4066469274384,0,0,0,60.2664965483163,19.2997888055544,74.5062976558772,58.7696984722587,0,0,0,0,0,0,0,0,0,0,0,0,0,385.471405747983,0,0,134.762102254815,64.4828405949459,229.036359681572,205.876930408034
