x1,x2
4.4815986491041056e300,4.4815986491041056e300
-9.122429901435293e300,-9.122429901435293e300
5.674626118546179e300,5.674626118546179e300
1.871301131053707e300,1.871301131053707e300
3.1287965538773027e300,3.1287965538773027e300
