x1,x2
2.69379456844904e300,2.69379456844904e300
-1.4439616872364844e300,-1.4439616872364844e300
6.440894796625671e300,6.440894796625671e300
1.0362052965643522e299,1.0362052965643522e299
3.633072028267341e300,3.633072028267341e300
