x1,x2
-1.6327339475857316e300,-1.6327339475857316e300
-7.097162123173482e300,-7.097162123173482e300
-7.493999855092309e300,-7.493999855092309e300
-3.566063058627321e300,-3.566063058627321e300
-0.0,-0.0
