x1,x2
-5.021372773866935e300,-5.021372773866935e300
-1.5277999418552033e300,-1.5277999418552033e300
-4.869145794441949e300,-4.869145794441949e300
-6.598811050566462e300,-6.598811050566462e300
-4.064734352696482e300,-4.064734352696482e300
