x1,x2
-4.297607478712736e300,-4.297607478712736e300
-6.86181780224429e300,-6.86181780224429e300
-5.63177029613236e300,-5.63177029613236e300
-0.0,-0.0
-2.156436289594206e300,-2.156436289594206e300
