bshare,TSGMMcueMC
0.04,272.07451787628196
0.0405,247.36282259216537
0.041,231.41694382669127
0.0415,208.8101966459084
0.042,194.77474312468763
0.0425,170.25481167599688
0.043,147.04719913827586
0.0435,136.65854822566556
0.044,115.15894138014887
0.0445,103.83753059383521
0.045,93.56100849512517
0.0455,81.2686243594152
0.046,70.29447062645443
0.0465,60.703637864847366
0.047,45.65296121845606
0.0475,40.95849465366421
0.048,33.433289514718176
0.0485,25.33001840529364
0.049,20.841605153667583
0.0495,16.673387810353073
0.05,11.82794850877837
0.0505,10.04474732691718
0.051,7.49565162899528
0.0515,6.672723413001375
0.052,7.025240858106177
0.0525,6.5165701445002595
0.053,8.836622251349407
0.0535,12.477921978526798
0.054,13.657226519147649
0.0545,19.788895021774046
0.055,24.91676071773085
0.0555,31.0467497299902
0.056,39.13666624800308
0.0565,48.43075747151715
0.057,58.21973905119493
0.0575,69.53901258340134
0.058,82.14235120990853
0.0585,91.23876517891286
0.059,109.98776835576821
0.0595,120.61180303628501
0.06,137.55581489696976
