iter,TSGMMcueMC
1.0,2.9399911307959194
2.0,4.646084692030067
3.0,4.422964502505336
4.0,1.386072440482255
5.0,3.219948311189547
6.0,1.0005002044048024
7.0,4.54981438195167
8.0,3.746677273375506
9.0,3.8004377531404123
10.0,1.0004946886045119
11.0,-34.93924940554624
12.0,3.7029122661663894
13.0,4.535913776935712
14.0,4.534306625132724
15.0,3.1158037773376104
16.0,3.6004454541237845
17.0,1.9941528525820886
18.0,1.0005068667038666
19.0,1.000572083553996
20.0,1.7496724675066753
21.0,2.001563198063792
22.0,3.0031795402154433
23.0,4.003445585240197
24.0,4.479073660534112
25.0,2.5772287716523055
26.0,3.0960440242352254
27.0,4.103363180558385
28.0,1.0005002501250626
29.0,1.000500250125038
30.0,2.1496681334634977
31.0,1.8538635170884612
32.0,3.0045074582525926
33.0,2.867121869411016
34.0,4.491301001064543
35.0,2.0020020813644273
36.0,0.9678939148440561
37.0,3.996011077988559
38.0,3.004404054603207
39.0,1.8797693406759066
40.0,-1.5729080830257902
41.0,1.6254914413622017
42.0,4.7403380584431805
43.0,4.68993223937474
44.0,3.9097073521455283
45.0,1.0004924868019371
46.0,1.0004939999147677
47.0,1.0005002501250997
48.0,4.008256071380925
49.0,1.9424033943206849
50.0,1.0005002501244629
51.0,4.083218082851038
52.0,-126.89909036554111
53.0,2.0820578395001283
54.0,-1.0702604275559022
55.0,0.9832365768165303
56.0,1.9853964871903622
57.0,1.0759411136792445
58.0,3.9993102057059304
59.0,2.0854536331806908
60.0,3.6100066177485353
61.0,2.974088833552545
62.0,3.255868125196802
63.0,2.002167791276975
64.0,5.531787007744317
65.0,2.0020020906338827
66.0,0.934785134755378
67.0,3.0055984422450703
68.0,2.00193846995951
69.0,2.997679826007951
70.0,5.268383168987381
71.0,3.102459556529917
72.0,4.009862250438864
73.0,1.0005002501250626
74.0,4.048215991309504
75.0,4.00801678427785
76.0,1.0005198403891784
77.0,-2.6885585143875206
78.0,4.7107781865722265
79.0,1.0005002501284002
80.0,1.0005002501250775
81.0,4.023079241605991
82.0,2.790224884018208
83.0,5.105504798207767
84.0,2.6348603532516477
85.0,3.5546808213265284
86.0,3.984095158694599
87.0,4.4968251786743565
88.0,3.2636334203146307
89.0,4.347716894116256
90.0,2.0047400052850617
91.0,3.2930185370108767
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
1.0,0.0
