iter,TSGMMcueMC
1.0,2.9889027179882945
2.0,3.531185916892711
3.0,6.627276007414883
4.0,3.213095274080287
5.0,3.38882688183077
6.0,3.593821176758187
7.0,3.5598066637611363
8.0,3.9990461780730406
9.0,5.131660076321438
10.0,3.654111734605284
11.0,3.7766513843788023
12.0,4.161024837485094
13.0,3.512298303070896
14.0,5.328149505938259
15.0,3.7108864245139954
16.0,3.905695198167651
17.0,3.0921034339976714
18.0,3.9784820612986547
19.0,6.610038491789335
20.0,3.2022295474538645
21.0,5.27918441930182
22.0,4.970728117643076
23.0,4.334259074489605
24.0,5.17857123225121
25.0,2.2591813423636973
26.0,3.615952572097594
27.0,6.78978793249639
28.0,4.207439086485268
29.0,2.393195408806719
30.0,3.62157763815834
31.0,5.345119930996454
32.0,5.857634313236558
33.0,4.895457891640061
34.0,5.98062434245566
35.0,6.7326305235902915
36.0,6.754054459365779
37.0,5.705575337228798
38.0,2.2449133480055323
39.0,4.078909383791008
40.0,3.915641497767148
41.0,4.078804463081664
42.0,4.655760404689636
43.0,2.9922816258406133
44.0,2.547437086661966
45.0,3.1084688901186324
46.0,3.4733738596760966
47.0,4.815023338283804
48.0,5.501564411916481
49.0,3.3905003178937596
50.0,6.085563983491735
51.0,3.2274111401833503
52.0,2.771743311523841
53.0,7.198680086442531
54.0,3.6372235991208957
55.0,3.70051760859225
56.0,4.681647068649196
57.0,5.223269173742881
58.0,4.23629042812106
59.0,4.302890283962146
60.0,2.875514170167223
61.0,4.853404019500683
62.0,2.8280668248787864
63.0,4.2444158010022655
64.0,5.385925061547599
65.0,5.619369144196743
66.0,5.099030742563418
67.0,3.8736040199921224
68.0,5.141293424892636
69.0,3.7924461555885425
70.0,2.132395182529364
71.0,4.811187047585826
72.0,4.624516693631197
73.0,4.935328446051392
74.0,4.817688927652326
75.0,4.869744543583584
76.0,4.925245715086793
77.0,3.8130795724769975
78.0,6.459830698303436
79.0,3.867013366697141
80.0,5.930090525411698
81.0,3.343126661259754
82.0,4.044064461371234
83.0,3.6958629551980553
84.0,3.69774720022172
85.0,2.794606897727724
86.0,3.7806915262838308
87.0,3.9277090201913794
88.0,3.0408888808137635
89.0,4.91922611076057
90.0,6.026817327612457
91.0,3.0490170344952547
92.0,3.8926136701032434
93.0,5.329528644703196
94.0,4.00992563571362
95.0,2.6182716397239645
96.0,2.3839343364858854
97.0,3.791224644548463
98.0,3.9523040435042915
99.0,3.791488179767247
100.0,3.6746562939274665
101.0,5.799720860820972
102.0,3.3404944139069883
103.0,5.21996394872305
104.0,2.933661199498168
105.0,4.428280752428776
106.0,3.7848061730516234
107.0,3.020567548951387
108.0,4.977278572130749
109.0,5.395799450434061
110.0,3.8190380954426373
111.0,4.1197055203893065
112.0,5.916883732280705
113.0,6.337068501590765
114.0,3.982247932422224
115.0,3.41617883169274
116.0,4.959099483600671
117.0,4.0104289541410845
118.0,4.139925429173699
119.0,4.297414638002783
120.0,3.7937488301321274
121.0,4.042086208793548
122.0,3.3316103520970453
123.0,3.187429749696092
124.0,3.972489281402808
125.0,3.8280261051667233
126.0,1.7606025068333937
127.0,5.54856041260573
128.0,4.599769914722977
129.0,4.884422543042586
130.0,4.097710430240957
131.0,3.9472241659516762
132.0,5.00905978000498
133.0,3.4672983392081345
134.0,4.770401738743928
135.0,5.426528532555292
136.0,2.706639247120268
137.0,6.698569646646377
138.0,4.328211706914198
139.0,3.74848221182624
140.0,4.028822558336124
141.0,3.035664098086235
142.0,3.2296388493598926
143.0,0.6909153796518541
144.0,3.363674700602764
145.0,2.950049192103514
146.0,2.9541095061969727
147.0,3.9565936677984106
148.0,4.7182442426254365
149.0,4.42347069050014
150.0,3.1028317073773595
151.0,3.625145490506153
152.0,3.932641479189122
153.0,2.2788589568732402
154.0,3.659105661737734
155.0,6.193735125732086
156.0,3.995697353205524
157.0,3.9308417714547055
158.0,4.090659468243782
159.0,4.014175622410222
160.0,4.545489837001171
161.0,3.292738147551931
162.0,3.795877928488553
163.0,3.703949957478595
164.0,3.608575296237159
165.0,3.930936966889609
166.0,3.228320781278964
167.0,2.9215720874866227
168.0,4.009919433889552
169.0,3.9628252539115407
170.0,3.233716058831816
171.0,3.7529528632183067
172.0,5.9393276060425
173.0,4.888906941543593
174.0,4.824382595627496
175.0,5.944517254872391
176.0,3.8924991208312703
177.0,4.837406519101795
178.0,4.110172257644942
179.0,4.047795732387573
180.0,6.012261883755487
181.0,3.6255898232900536
182.0,3.3177534319218114
183.0,3.878042818054976
184.0,4.010136224558525
185.0,3.2230868160702806
186.0,5.368351910929739
187.0,3.0723435542301605
188.0,4.331539771047702
189.0,3.561351734311919
190.0,4.207837952922941
191.0,2.7072486311894592
192.0,4.959888754957838
193.0,7.11914664650847
194.0,2.946731685396228
195.0,3.7204019295909645
196.0,6.8964322309828
197.0,3.615168240977951
198.0,3.8160654087886834
199.0,3.9803321245559458
200.0,4.325109604898452
201.0,3.816905391670708
202.0,3.181727427063782
203.0,4.002928565369897
204.0,4.748616305934207
205.0,5.63293228520375
206.0,4.222672295106296
207.0,3.46273544283607
208.0,6.239627609943829
209.0,4.346787695168145
210.0,3.068434878147638
211.0,4.7337108485595385
212.0,4.415752597413146
213.0,5.309917054787291
214.0,3.5307382946139527
215.0,3.3538962742707574
216.0,3.8234235144319557
217.0,4.90394797510137
218.0,4.817092441297824
219.0,3.969237900983893
220.0,3.5795420896395242
221.0,5.259251821251707
222.0,4.415916448200981
223.0,3.986057832179472
224.0,3.2319284314166623
225.0,5.913900895004791
226.0,3.971754008988649
227.0,4.02235499072561
228.0,3.613358375229115
229.0,5.205358798434604
230.0,2.7934765778717123
231.0,3.080829858148856
232.0,4.961479111616456
233.0,6.044429534874343
234.0,4.81248718658699
235.0,3.8073759699529206
236.0,3.3894490192942026
237.0,4.272197749314725
238.0,3.966948278881154
239.0,4.993977830658585
240.0,3.903111426635597
241.0,3.202037696372474
242.0,3.7651164549294616
243.0,4.071956195337706
244.0,3.7010155705922556
245.0,4.580044580732071
246.0,2.537233283341111
247.0,3.612035756024787
248.0,5.35329290848461
249.0,6.110834123345368
250.0,4.652034355719302
251.0,7.745843402705648
252.0,1.9136332992064784
253.0,3.402539326631006
254.0,3.6716219713583342
255.0,2.595547929173394
256.0,5.013043258531787
257.0,3.518729360257666
258.0,3.2138175992136535
259.0,3.327964805111839
260.0,3.9851002966899634
261.0,5.820812413896721
262.0,5.017856113540239
263.0,7.697126665036259
264.0,2.218795671933171
265.0,4.207232331683873
266.0,3.0045997873604566
267.0,6.653146822807866
268.0,3.6051662058489864
269.0,4.923437010894399
270.0,5.230653023736529
271.0,3.2581417661694996
272.0,3.3154579628382645
273.0,6.933517858140682
274.0,7.332150861628972
275.0,3.7329541251765734
276.0,2.7151000082510257
277.0,4.527124937839734
278.0,5.245798166061296
279.0,7.130206045854052
280.0,3.196245508079833
281.0,4.175480028985311
282.0,4.137073778032947
283.0,2.618895295933925
284.0,3.449495343932731
285.0,3.790578293954407
286.0,2.9784328843166064
287.0,7.09016666666122
288.0,3.3381897368368953
289.0,4.018933126372864
290.0,5.331794451748509
291.0,5.190708303743657
292.0,4.881214595980417
293.0,3.0208903077014955
294.0,2.9321551394228575
295.0,2.7115162138976068
296.0,4.877538394864693
297.0,3.9925658212168758
298.0,4.554137010140969
299.0,3.732174632182884
300.0,3.993040105984143
301.0,3.8361636634149776
302.0,4.214307648836237
303.0,3.9053914895848845
304.0,3.7383362125602875
305.0,3.315265826014489
306.0,4.759203899688702
307.0,6.080087380131059
308.0,5.138586954889773
309.0,3.3586668431152567
310.0,4.913928173570527
311.0,4.436502912192362
312.0,4.330443709891165
313.0,3.843850147422083
314.0,4.785756875161702
315.0,4.019922589676149
