bshare,TSGMMcueMC
0.04,340.7386531001316
0.0405,310.4631188193229
0.041,289.76800969202526
0.0415,259.35549894853045
0.042,241.14979657273227
0.0425,230.74774174859053
0.043,206.04836255515687
0.0435,185.15629344192902
0.044,177.00687435745698
0.0445,161.20181563375988
0.045,143.86051478094606
0.0455,132.7909862049957
0.046,111.62387013435027
0.0465,106.20806129565604
0.047,89.31263656317962
0.0475,82.43440634939498
0.048,72.2502406569694
0.0485,56.31247416802463
0.049,55.126335614139045
0.0495,45.57884117159373
0.05,38.934743623683396
0.0505,30.616691544732163
0.051,25.92996984475043
0.0515,16.37168855589524
0.052,15.837832371469087
0.0525,12.210869841067716
0.053,9.49896695850004
0.0535,8.965290231345781
0.054,9.66787614218672
0.0545,5.618154466911194
0.055,5.820874334911462
0.0555,7.602960061585886
0.056,10.271581197491603
0.0565,12.071174141230982
0.057,12.17146324404606
0.0575,18.915256152064394
0.058,21.45691689119187
0.0585,30.30396646209236
0.059,35.17003421716586
0.0595,40.92630914460227
0.06,50.10626854334019
